,names,links,description
588,PPG-10 Methyl Glucose Ether,https://incidecoder.com//ingredients/ppg-10-methyl-glucose-ether,A sugar derived liquid that works as a watersoluble emollient makes your skin nice and smooth fragrance fixative and humectant helps skin to hold onto water on the skin
589,PPG-12-Buteth-16,https://incidecoder.com//ingredients/ppg-12-buteth-16,Its a neat helper ingredient that gives emolliency solvency and slip to the cosmetic formulas
590,PPG-15 Stearyl Ether Benzoate,https://incidecoder.com//ingredients/ppg-15-stearyl-ether-benzoate,An emollient liquid that usually comes to the formula combined with C1215 Alkyl Benzoate and Dipropylene Glycol Dibenzoate as the trio works in synergy to solubilize hard to dissolve sunscreen agents while providing a nice nongreasy skin feel
591,PPG-26-Buteth-26,https://incidecoder.com//ingredients/ppg-26-buteth-26,A helper ingredient that usually comes to the formula coupled with PEG40 Hydrogenated Castor Oil The two together work as surfactants and oil solubilizers Its a nonsticky duo that works at low concentration and is often used to solubilize fragrance components into waterbased formulas
592,PPG-3 Isostearyl Methyl Ether,https://incidecoder.com//ingredients/ppg-3-isostearyl-methyl-ether,A super light emollient fluid that has excellent skin spreading properties and an exceptionally light skin feel It also has extreme pH tolerance and can reduce product tackiness
593,PPG-5-Ceteth-20,https://incidecoder.com//ingredients/ppg-5-ceteth-20,A helper ingredient that can solubilize challenging oils and oilloving actives into cleansing products It also has emollient emulsifying and wetting properties
594,PVM/​MA Decadiene Crosspolymer,https://incidecoder.com//ingredients/pvm-ma-decadiene-crosspolymer,A big waterloving polymer molecule that creates nice gels
595,PVP,https://incidecoder.com//ingredients/pvp,These three letters stand for Poly Vinyl Pyrollidone a big molecule created from repeated units of Vinyl Pyrrolidone aka VP Its main thing is being an important film former It was the first synthetic polymer introduced as a hair fixative in the 1950s instead of insectderived Shellac So PVP likes to attach itself to surfaces such as the hair and the skin and forms a nice thin even film there The film is useful for holding a hairstyle or extending the wear of color cosmetics and sunscreens The disadvantage of PVP is that the film is a bit brittle and that PVP loves water hygroscopic that tends to destroy the film This is the reason why hair styled with a PVP based product loses its style in high humidity To fix this problem there are now several versions of VP containing film formers that are less sensitive to humidity for example the molecule called VPVA Copolymer
596,Padina Pavonica Thallus Extract,https://incidecoder.com//ingredients/padina-pavonica-thallus-extract,"A natural extract coming from a brown alga living in the Mediterranean Its claimed to be an antipollution active ingredient that acts as a protective screen against environmental pollution
Its also claimed to improve skin resistance due to stronger cell cohesion and by stimulating the synthesis of calciumdependent cellular structures such as desmosomes and keratins"
597,Palmitic Acid,https://incidecoder.com//ingredients/palmitic-acid,"A fatty acid that can be found naturally in the skin In fact its the most common saturated fatty acid found in animals and plants
As for skincare it can make the skin feel nice and smooth in moisturizers emollient or it can act as a foam building cleansing agent in cleansers Its also a very popular ingredient in shaving foams"
598,Palmitoyl Decapeptide-21,https://incidecoder.com//ingredients/palmitoyl-decapeptide-21,"A peptide that is part of an active peptide complex called Renaissance It is supposed to increase skin compactness and firmness
You can read more about Renaissance at Zinc Palmitoyl Nonapeptide14"
599,Palmitoyl Grapevine Shoot Extract,https://incidecoder.com//ingredients/palmitoyl-grapevine-shoot-extract,It’s a grapederived ingredient that’s exclusive to French grapecentered skincare brand Caudalie Because of this there is not much independent info on it but the brand claims that this is a very effective ingredient for fading brown spots The Radiance Serum that contains it and it does not contain any other skinlightening ingredients is one of the brand’s bestsellers so there might be something to Caudalie’s claims
600,Palmitoyl Heptapeptide-18,https://incidecoder.com//ingredients/palmitoyl-heptapeptide-18,The buddy of Palmitoyl Hexapeptide52 in the topical muscle relaxer peptide duo trade named X50 MYOCEPT BTW the duo works at the extremely low recommended concentration of only 0001
601,Palmitoyl Hexapeptide-12,https://incidecoder.com//ingredients/palmitoyl-hexapeptide-12,A six amino acid peptide that is claimed to improve firmness and skin tone Its amino acid sequence is ValGlyValAlaProGly that is also called the spring fragment and is repeated six times in the important skin protein elastin moleculeThe manufacturer made a doubleblind onemonth long clinical study on 10 women and found that twice a day application of 4 Biopeptide El improved skin firmness by 33 and skin tone by 20
602,Palmitoyl Hexapeptide-14,https://incidecoder.com//ingredients/palmitoyl-hexapeptide-14,"A peptide thats claimed to do three important things stimulate collagen production stimulate the proliferation of fibroblast cells important collagen making skin cells and inhibit collageneating skin damaging MMPs matrix metalloproteinases a group of enzymes that do bad things in the skin
The net effect of all this is reduced appearance of lines and wrinkles and more hydrated youthful looking skin The manufacturer even claims that in a twelveweek invivo study Palmitoyl Hexapeptide14 was compared to FDAapproved antiaging treatment Renova 005 tretinoin and the two are equivalent in reducing the appearance of fine lines and wrinkles and Palmitoyl Hexapeptide14 does so without irritation
Thats a very promising result indeed though unfortunately we could not find the details about the study like how long how many people etc and one study is never enough anyways so we will just say that Palmitoyl Hexapeptide14 is a promising antiaging peptide while tretinoin is a proven aniaging superstar"
