,name,ingredient_list
377,pig nose clear blackhead cleansing sugar scrub,"['sucrose', 'petrolatum', 'peg-7 glyceryl cocoate', 'glycerin', 'microcrystalline wax', 'isododecane', 'mineral oil', 'sorbitol', 'sorbitan sesquioleate', 'polyethylene', 'cetyl alcohol', 'trihydroxystearin', 'peg-23 stearate', 'ceteareth-20', 'oleth-5', 'disteardimonium hectorite', 'polysorbate 20', 'phenoxyethanol', 'methylparaben', 'fragrance(parfum)', 'propylene carbonate', 'moroccan lava clay', 'kaolin', 'aloe barbadensis leaf juice', 'water', 'citrus medica limonum (lemon) fruit extract', 'potassium sorbate', 'sodium benzoate', 'butylparaben', 'ethylparaben', 'isobutylparaben', 'propylparaben']"
378,pig nose clear blackhead deep cleansing oil balm,"['mineral oil', 'cetyl ethylhexanoate', 'peg-20 glyceryl triisostearate', 'peg-10 isostearate', 'polyethylene', 'trihydroxystearin', 'fragrance(parfum)', 'tocopheryl acetate', 'aloe barbadensis leaf juice', 'water', 'citrus medica limonum (lemon) fruit extract', 'phenoxyethanol', 'potassium sorbate', 'sodium benzoate', 'methylparaben', 'butylparaben', 'ethylparaben', 'moroccan lava clay', 'kaolin', 'isobutylparaben', 'propylparaben']"
379,pig nose clear blackhead peeling massage gel,"['hydrogenated polyisobutene', 'alcohol', 'hydrogenated poly(c6-14 olefin)', 'olea europaea (olive) fruit oil', 'c12-14 pareth-12', 'pvp', 'butylene/ethylene/styrene copolymer', 'ethylene/propylene/styrene copolymer', 'fragrance', 'glyceryl caprylate', 'phenoxyethanol', 'aloe barbadensis leaf juice', 'citrus medica limonum (lemon) fruit extract', 'macadamia ternifolia seed oil', 'persea gratissima (avocado) oil', 'prunus amygdalus dulcis (sweet almond) oil']"
380,pig nose clear blackhead perfect sticker,"['water', 'pvp', 'dimethicone copolyol', 'kaolin', 'titanium dioxide', 'vp/va copolymer', 'propylene glycol', 'methylparaben', 'citrus limon (lemon) fruit extract', 'ci 17200']"
381,pig nose clear blackhead steam starter,"['glycerin', 'butylene glycol', 'phenoxyethanol', 'methylparaben', 'carbomer', 'triethanolamine', 'peg-60 hydrogenated castor oil', 'fragrance(parfum)', 'moroccan lava clay', 'kaolin', 'aloe barbadensis leaf juice', 'water', 'citrus medica limonum (lemon) fruit extract', 'potassium sorbate', 'sodium benzoate', 'butylparaben', 'ethylparaben', 'isobutylparaben', 'propylparaben']"
382,pore sea stem finish serum,"['water', 'sea water', 'hydrolyzed coral', 'alcohol', 'hydrogenated lecithin', 'sucrose distearate', 'peg-2m', 'glycerin', 'hydrogenated polyisobutene', 'dimethicone', 'dimethicone/vinyl dimethicone crosspolymer', 'peg-20 sorbitan cocoate', 'polymethyl methacrylate', 'polyacrylate-13', 'polyisobutene', 'polysorbate 20', 'ammonium acryloyldimethyltaurate/vp copolymer', 'methyl gluceth-20', 'allantoin', 'disodium edta', 'hydrolyzed collagen', 'silica', 'astaxanthim', 'caprylic/capric triglyceride', 'tea-cocoyl glutamate', 'fragrance', 'caprylyl glycol', 'caprylhydroxamic acid', 'phenoxyethanol']"
383,pore sea-stem mineral scaling,"['water', 'sodium laureth sulfate', 'cocamidopropyl betaine', 'acrylates copolymer', 'methyl perfluorobutyl ether', 'methyl perfluoroisobutyl ether', 'acrylates/beheneth-25 methacrylate copolymer', 'peg-7 glyceryl cocoate', 'glycerin', 'polyhydroxystearic acid', 'isononyl isononanoate', 'ethylhexyl isononanoate', 'sodium cocamidopropyl pg-dimonium chloride phosphate', 'sodium benzoate', 'fragrance', 'cladosiphon okamuranus extract', 'dextrin', 'phenoxyethanol', 'potassium hydroxide', 'hydrolyzed coral', 'sea water', 'spirulina maxima extract', 'xanthan gum', 'trisodium edta', 'sodium hyaluronate', 'fd&c yellow no.6 (ci 15985)', 'd&c red no.33 (ci 17200)']"
384,prime youth black sea cucumber skin treatment essence,"['black sea cucumber (72%)', 'butylene glycol', 'glycerin', 'niacinamide', 'beta-glucan', 'dimethicone', 'polymethylsilsesquioxane', 'water', 'dimethicone/vinyl dimethicone crosspolymer', 'peg-20 sorbitan cocoate', 'spirulina platensis extract', 'chlorella vulgaris extract', 'haematococcus pluvialis extract', 'dunaliella salina extract', 'brassica napus sprout extract', 'punica granatum fruit extract', 'yeast extract', 'adenosine', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'xanthan gum', 'sodium hyaluronate', 'triethanol amine', 'disodium edta', 'caprylyl glycol', 'caprylhydroxamic acid', 'phenoxyethanol', 'fragrance', 'panax ginseng callus culture extract']"
385,prime youth egf mask sheet,"['water', 'glycerin', 'niacinamide', 'propanediol', 'betaine', 'trehalose', 'sodium pca', 'dipotassium glycyrrhizate', 'sodium hyluronate', 'acacia senegal gum extract', 'soluble collagen', 'natto gum', 'beta-glucan', 'punica granatum fruit extract', 'panax ginseng callus culture extract', 'brassica nepus sprout extract', 'yeast extract', 'adenosine', '1 2-hexanediol', 'butylene glycol', 'caprylgydroxiamic acid', 'glycine soja (soybean) oil', 'lecithin', 'sodium ascorbyl phosphate', 'acetyl hexapeptide-8', 'human oligopeptide-1 disodium edta', 'hydroxyethylcellulose', 'pe-60 hydorgenated castro oil', 'fragrance']"
386,prime youth intensive emulsion,"['lactobacillus/olive leaf ferment extract', 'lactobacillus/clover flower ferment extract', 'saccharomyces/peppermint leaf ferment filtrate] (62%)', 'glycerin', 'alcohol denat', 'butylene glycol', 'betatine', 'beta-glucan', 'dimethicone', 'cetyl ethylhexanoate', 'pentaerythrityl', 'tetraethylhexanoate', 'polyglyceryl-3', 'methylclucose distearate', 'cetearyl alcohol', 'cyclopentasiloxane', 'dimethicnol', 'butyrospermum parkii (shea) buter', 'glyceryl stearate', 'peg-100 stearate', 'pentaerythrityl tetraisostearate', 'stearyl behenate', 'arginine', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'panax ginseng callus culture extract', 'brassica napus sprout extract punica granatum fruit extract', 'yeast extract', 'water', 'lactuca scariola sativa (lettuce) leaf extract', 'cichorium intybus (chicory) root extract', 'brassica oleracea italica (broccoli) extract', 'brassica oleracea capitata (cabbage) leaf extract', 'brassica oleracea botrytis (cauliflower) etract', 'angelica keiskei extract', 'aralia cordata extract', 'citrullus lanatus (watermelon) fruit extract', 'solanum lycopersicum (tomato) fruit extract', 'tocopheryl acetate', 'adenosine', 'xanthan gum', 'disodium edta', 'theobroma cacao (cocoa) seed extract', 'phellodenron amurense bark extract', 'alcohol', 'caprylhydroxamic acid', '1 2-hexanediol', 'pentulene glycol', 'phenoxyethanol', 'fragrance']"
387,prime youth intensive toner,"['lactobacillus/olive leaf extract', 'lactobacillus/clover flower ferment extract', 'saccharomyces/peppermint leaf ferment filtrate] (81%)', 'butylene glycol', 'alcohol denat', 'glycerin', 'gycereth-26', 'betaine', 'biosaccharide gum-1', 'beta-glucan', 'peg-32', 'peg-60 hydrognated castor oil', 'carbomer', 'allantoin', 'triethanolamine', 'glyceryl acylate/acrylic acid copolymer', 'propylene glycol', 'phellodenron amurense bark extract', 'punica granatum fruit extract', 'panax ginseng callus culture extract', 'brassica napus sprout extract', 'culture extract', 'brassica napus sprout extract', 'yeast extract', 'lactca scariola sativa (lettuce) leaf extract', 'cichorium intybus (chicory) root extract', 'brassica oleracea italica (broccolli) extract', 'brassica oleracea capitata (cabbage) leaf extract', 'brassica oleracea botrytis (cauliflower) extract', 'angelica keiskei leaf/stem extract', 'aralia cordata extract', 'citullus lanatus (watermelon) fruit extract', 'solanum lycopersicum (tomato) fruit extract', '1 2-hexanediol', 'pentylene glycol', 'caprylyl glycol', 'caprylohydroxamic acid', 'phenoxyethanol', 'sodium hyaluronate', 'theobroma cacao (cocoa) seed extract', 'disodium edta', 'fragrance']"
388,prime youth placenta activator,"['water', 'biosaccharide gum-1', 'alcohol denat', 'butylene glycol', 'betaine', 'glycereth-26', 'dimethicone', 'dimethicone/vinyl dimethicone crosspolymer', 'peg-20 sorbitan cocoate', 'glycerin', 'peg-75', 'peg-60 hydrogenated castor oil', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'truethanolamine', 'sodium polyacrylate', 'hydroxyethylcellulose', 'brassica napus sprout extract', 'punica grantatum fruit extract', 'panax ginseng callus culture extract', 'glycine soja (soybean) phytoplacenta extract', ""coix lacryma-joji maa-yuen (job's tears) seed oil"", 'oryza sativa (rice) bran oil', 'vitis vinifera (grape) seed oil', 'sesamum indicum (sesame) seed oil', 'carthamus tinctorius (safflower) see oil', 'tocopheryl acetate', 'adenosine', 'sodium hyaluronate', 'disodium edta', 'caprylhydroxamic acd', 'caprylyl glycol', 'phenoxyethanol', 'fragrance']"
389,prime youth placenta cream,"['water', 'glycerin', 'jojoba esters', 'beta-glucan', 'butylene glycol', 'hydrogenated polydecene', 'peg-75', 'phytostery/isosteary/cetyl/steary/behenyl dimer dilinoleate', 'hydrogenated lecithin', 'biosaccharide gum-1', 'trehalose', 'cetearyl alcohol', 'macadamia ternifolia seed oil', 'helianthus annuus (sunflower) seed oil', 'cetearyl olivatem sorbitan olivate', 'cyclopentasiloxane', 'cyclohexasiloxane', 'dimethicone', 'stearic acid', 'c10-40 isoalkyl acid cholesterol esters', 'dipentaerythrityl hexa c5-9 acid esters', 'adenosine', 'glycine soja (soybean) phytoplacenta extract', 'panax ginseng callus culture extract', 'brassica napus sprout extract', 'punica granatum fruit extract', ""coix lacryma-jobi ma-yuen (job's tears) seed oil"", 'oryza sativa (rice) bran oil', 'vitis vinifera (grape) seed oil', 'sesamum indicum (sesame) seed oil', 'carthamus tinctorius (safflower) seed oil', 'theobroma cacao (cocoa) seed extract', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'peg-150 distearate', 'triethanolamine', 'disodium edta', 'phenoxyethanol', 'caprylhydroxamic acid', 'caprylyl clycol', 'fragrance']"
390,prime youth placenta eye cream,"['snail secretion filtrate', 'butylene glyol', 'glycerin', 'hydrogenated polyisobutene', 'butylene', 'glycol dicaprylate/dicaprate', 'niacinamide', 'polyglyceryl-3 methylglucose distearate', 'cetearyl alcohol', 'jojoba esters', 'pentaerythrityl tetraisostearate', 'water', 'phytosteryl/isostearyl/cetyl/stearyl/behenyl dimmer dilinoleate', 'hydrogenated camellia oleifera seed oil', 'cyclopentasiloxane', 'phenyl trimethicone', 'dimethicone crosspolymer', 'cyclohexasiloxane', 'adenosine', 'allantoin', 'carbomer', 'sodium hyaluronate', 'batyl alcohol', 'stearic acid', 'caprylic/capric triglyceride', 'lecithin', 'glycerylstearate', 'peg-100 stearate', 'triethanolamine', 'dimethicone/vinyl dimethicone crosspolymer', 'c12-14 pareth-12', 'polyglutamic acid', 'portulaca oleracea extract', 'yeast extract', 'caprylhydroxamic acid', 'caprylyl glycol', 'sodium benzoate', 'potassium sorbate', 'phenoxyethanol', 'disodium edta', 'fragrance']"
391,prime youth placenta mask sheet,"['water', 'glycerin', 'niacinamide', 'propanediol', 'glycine soja (soybean) extract', '1 2-hexanediol', 'peg-60 hydrogenated castor oil', 'hydroxyethylcellulose', 'butylene glycol', 'caprylhydroxamic acid', 'erthritol', 'betaine', 'trehalose', 'adenosine', 'disodium edta', 'frangrance', 'dipotassium glycyrrhizate', 'sodium hyluronate', 'punica granatum fruit extract', 'panax ginseng callus culture extract', 'brassica nepus sprout extract', 'yeast extract', 'simmondsia chinensis (jojoba) seed oil', 'prunus amgdalus ducis (sweet almond) oil', 'limnathes alba (meadowfoam) seed oil', 'oryza sativa (rice) bran oil', 'sodium pca']"
392,prime youth snail ampoule,"['snail secretion filtrate (70%)', 'water', 'butylene glycol', 'betaine', 'glycereth-26', 'beta-glucan', 'dipropylene glycol', 'portulaca oleracea extract', 'epilobium angustifolium flower/leaf/stem extract', 'coceth-7', 'ppg-1-peg-9 lauryl glycol ether', 'peg-40 hydrogenated castor oil', 'punica granatum fruit extract', 'panax ginseng callus culture extract', 'brassica napus sprout extract', 'yeast extract', 'carbomer', 'triethanolamine', 'sodium hyaluronate', 'glycerin', 'disodium edta', 'caprylyhroxamic acid', 'caprylyl glycol', 'phenoxyethanol', 'sodium benzoate', 'potassium sorbate', 'fragrance.']"
393,prime youth snail bb cream,"['snail secretion filtrate', 'titanium dioxaide', 'cyclopentasiloxane', 'ethyhexyl methoxycinnamate', 'water', 'butylene glycol', 'diphenylsiloxy phenylsiloxy phenyltrimethicone', 'butylene glycol dicaprylate/dicaprate', 'cetyl peg/ppg-10/1 dimethicone', 'cetyl ethylhexanoate', 'niacinamide', 'phenyl trimethicone', 'dimethicone', 'lauryl peg-9 polydimethylsiloxyethyl dimethicone', 'methyl methacrylate crosspolymer', 'sodium chloride', 'glycerin', 'disteardimonium hectorite', 'phenyl trimethicone', 'bis-isobutyl peg/ppg-10/7/dimethicone copolymer', 'dimethicone crosspolymer', 'glyceryl behenate/eicosadioate', 'hydrogenated polyisobutene', 'glyceryl behenate', 'polyglyceryl-6 octastearatedipropylene glycol', 'mica', 'methicone', 'diphenyl dimethicone', 'xanthan gum', 'adenosine', 'portulaca oleracea extract', 'sodium hyaluronate', 'epilobium angustifolium flower/leaf/stem extract', 'phenoxyethanol', 'methylparaben', 'propylparaben', 'sodium benzoate', 'potassium sorbate', 'iron oxides(ci 77491', 'ci 77492', 'ci 77499)', 'fragrance']"
394,prime youth snail cream,"['snail secretion filtrate (68%)', 'glycerin', 'butylene glycol', 'caprylic/capric', 'triglyceride', 'niacinamide', 'sodium polyacrylate', 'beta-glucan', 'hydrogenated castor oil', 'isostearate', 'portulaca oleracea extract', 'glyceryl acrylate/acrylic acid copolymer', 'dimethicone crosspolymer', 'limnanthes alba (meadowfoam) seed oil', 'cyclopentasiloxane', 'hydrogenated lecithin', 'water', 'polysorbate 60', 'propylene glycol', 'diprpylene glycol', 'pvm/macopolymer', 'xanthan gum', 'punica granatum fruit extract', 'panax ginseng callus culture extract', 'brassica napus sprout extract', 'yeat extract', 'epilobium angustifolium flower/leaf/stem extract', 'sodium citrate', 'allantoin', 'algin', 'serine', 'atelocollagen', 'potassium sorbate', 'sodium benzoate', 'adenosine', 'ginkgo biloba leaf extract', 'inonotus obliquus (mushroom) extract', 'disodium edta', 'phenoxyethanol', 'fragrance.']"
395,prime youth snail emulsion,"['snail secretion filtrate (45%)', 'water', 'hydrogenated polyisobutene glycerin', 'betaine', 'neopentyl glycol dicaprate', 'cyclopentasiloxane', 'beta-glucan', 'butylene glycol', 'niacinamide', 'butylene glycol dicaprylate/dicaprate', 'c14-22 alcohols', 'c12-20 alkyl glucoside', 'glycosyl trehalose', 'hydrogenated starch hydrolysate', 'batyl alcohol', 'stearic acid', 'caprylic/capric triglyceride', 'phytosteryl/isotearyl/cetyl/stearyl/behenyldimer dilinoleate', 'dipropylene glycol', 'porturacaoleracea extract', 'cetearyl alcohol', 'hydrogenared castor oil isostearate', 'dimethicone', 'beeswax', 'hydroxyethyl acrylate/sodium acryloyldimethyltaurate copolymer', 'punica granatum fruit extract', 'panax ginseng callus culture extract', 'brassica napus sprout extract', 'yeast extract', 'epilobium angustifolium flower/leaf/stem extract', 'squalane', 'tocopheryl acetate', 'sodium hyaluronate', 'adenosine', 'xanthangum', 'polysorbate 60', 'disodium edta', 'peg-180', 'gluconolactone', 'lecithin', 'triethanolamine', 'carbomer', 'phenoxyethanol', 'sodium benzoate', 'potassium sorbate', 'caprylhydroxamic acid', 'caprylyl glycol', 'fragrance']"
396,prime youth snail essence,"['snail secretion filtrate (65%)', 'water', 'diglycerin', 'caprylic/capris triglyceride', 'niacinamide', 'glycerin', 'hydrogenated castor oil isostearate', 'sodium acid copolymer', 'dimethicone cross polymer', 'macadamia ternifolia seed oil', 'betaglucan', 'cyclopentasiloxane', 'hydrogenated lecithin', 'portulaca oleracea extract-ct', 'polysorbate 60', 'propylene glycol', 'allantoin lvm/ma copolymer', 'butylene glycol', 'diproplyene glycol', 'punic a granatum', 'fruit extract', 'panax', 'ginseng callus culture extract', 'panax ginseng callus culture extract', 'brassica napus sprout extract', 'yeast extract', 'epilobium angustifolium flower/leaf/stem extract', 'xanthan gum', 'serine', 'sodium citrate', 'atelocollagen', 'algin', 'adenosine', 'ginkgo biloba leaf extract', 'inonotus obliquus (mushroom) extract', 'disodium edta', 'phenoxyethanol', 'caprylyl glycol', 'caprylhydroxamic acid', 'fragrance']"
397,prime youth snail eye cream,"['snail secretion filtrate (62%)', 'butylene glycol', 'glycerin', 'hydrogenated polyisobutene', 'butylene glycol dicaprylate/dicaprate', 'niacinamide', 'polyglyceryl-3 methylglucose distearate', 'cetearyl alcohol', 'jojoba esters', 'pentaerythrityl tetraisostearate', 'water', 'phytosteryl/isostearyl/cetyl/stearyl/bethenyl dimer dilinoleate', 'hydrogenated camellia oleifera seed oil', 'cycopentasiloxane', 'phenyl trimethicone', 'dimethicone crosspolymer', 'cyclohexasiloxane', 'adenosine', 'allantoin', 'carbomer', 'sodium hyaluronate', 'batyl alcohol', 'stearic acid', 'caprylic/capric triglyceride', 'lecithin', 'glycerylstearate', 'peg-100 stearate', 'triethanolamine', 'dimethicone/vinyl dimethicone crosspolymer', 'c12-14 pareth-12', 'polyglutamic acid', 'portulaca oleracea extract', 'epilobium angustifolium flower/leaf/stem extract', 'punica granatum fruit extract', 'panax ginseng callus culture extract', 'brassica napus sprout extract', 'yeast extract', 'caprylhydroxamic acid', 'caprylyl glycol', 'sodium benzoate', 'potassium sorbate', 'phenoxyethanol', 'disodium edta', 'fragrance.']"
398,prime youth snail skin,"['snail secretion filtrate (45%)', 'water', 'butylene glycol', 'alcohol', 'glycereth-26', 'niacin amide', 'dipropylene gylcol', 'portulaca oleracea extract', 'glycerin', 'peg-7 caprylic/capric glycerides', 'beta-glucan', 'peg-32', 'epiilobium angustifolium flower/leaf/steam extract', 'peg-60 hydrogenated castor oil', 'triethanolamine', 'carbomer', 'punica granatum fruit extract', 'panax ginseng callus culture extract', 'brassica napus sprout extract', 'yeast extract', 'caprylhdroxamic acid', 'caprylyl glycol', 'adenosine', 'disodium edta', 'sodium hyaluronate', 'phenoxyethanol', 'sodium benzoate', 'potassium sorbate', 'fragrance']"
399,sea stem tightening mask,"['water', 'glycerin', 'alcohol', 'methyl gluceth-20', 'dimethicone', 'butylene glycol', 'glyceryl acrylate/acrylic acid copolymer', 'propylene glycol', 'betaine', 'trehalose', 'hydrolyzed coral', 'sea water', 'hydrolyzed collagen', 'caulerpa lentillifera extract', 'hydroxyethylcellulose', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'hydrolyzed wheat protein/pvp crosspolymer', 'ammoniumacryloyldimethytaurate/vpcopolymer', 'polyacrylate-13', 'polyisobutene', 'polysorbate 20', 'peg-40 hydrogenated castor oil', 'xanthan gum', 'sodium polyacrylate', 'citric acid', 'potassium hydroxide', 'trisodium edta', 'methylparaben', 'propylparaben', 'phenoxyethanol', 'fragrance', 'fd &c yellow no.6 (ci 15985)', 'd&credno.33 (ci 17200)']"
